Z,band1,band2,band3
2.910000086,4.010553802,5.37192631,4.604003016
2.650000095,4.374703598,5.134821345,3.862031725
2.599999905,4.825972915,5.548727908,4.505179383
2.24000001,4.267743118,4.683755725,1.774263313
4.550000191,2.801103173,4.789486376,4.16428375
3.670000076,3.275151093,5.072321829,4.281278928
5.349999905,3.05091849,4.735519081,3.675327036
2.630000114,4.334057919,5.078378232,3.67013811
7.639999866,2.762043548,4.694564554,4.18807976
3.430000067,3.951896943,5.232561799,4.188695159
6.630000114,2.98423795,4.945742678,4.478598939
2.359999895,3.56850847,4.449648439,1.170583502
1.889999986,4.503092407,4.984984227,2.880350338
2.769999981,4.203120617,5.061893642,3.559426203
1.330000043,5.415188035,5.726815855,4.759232772
3.829999924,3.731095276,5.581321754,5.143482842
5.800000191,3.054284734,4.670499969,3.295283828
3.049999952,4.119477804,5.366875526,4.60612372
4.309999943,2.812438529,5.084895957,4.681458245
6.889999866,3.667815781,5.044004192,4.655360018
1.529999971,4.781285209,5.437307316,4.379482241
10.47000027,2.494438065,4.365609952,3.986905574
4.559999943,3.591683378,4.790466089,3.273764878
2.299999952,4.394408711,4.847770281,3.082441761
2.569999933,3.974815174,5.056425358,3.943689353
2.440000057,4.366961954,5.511374284,4.635826402
5.510000229,2.622652815,4.733215742,3.875017243
3.299999952,4.023605499,5.203721631,4.104168716
2.460000038,4.332732729,5.297142336,4.355337339
4.599999905,3.953547546,4.671787953,2.053106569
5.090000153,3.182258541,4.920560499,4.012195533
2.130000114,4.444199781,4.775491467,1.353640092
2.390000105,3.990106059,4.458022237,0.856482416
6.670000076,3.406318059,4.751310163,3.774456256
2.329999924,4.378556814,5.343116999,4.428257073
1.330000043,3.793840018,4.453815389,2.053053004
3.650000095,3.723186391,5.330694369,4.613681217
2.079999924,4.832793224,5.249640761,4.159641409
4.900000095,3.137996952,4.3856862,2.613003455
3.140000105,3.447379997,5.380839207,4.892108684
2.480000019,4.056911348,5.322475415,4.408189088
1.340000033,3.982667848,4.525147404,1.515490401
1,4.502226098,5.887901801,5.438388776
3.569999933,3.926511521,5.016808303,3.616511014
4.159999847,3.406708375,5.334849648,4.912802855
2.329999924,4.288715984,4.843630158,2.689813065
4.659999847,3.472826429,4.871497867,3.538065569
1.74000001,3.542017278,4.594146878,2.313046473
3.789999962,3.718868781,5.536081873,5.087240839
6.179999828,3.110682199,4.362627821,2.851814003
3.75,3.289925174,5.286630612,4.740357792
1.399999976,4.06846784,4.984106114,3.604804446
2.690000057,4.279685742,5.476319817,4.748177213
1.610000014,3.760282123,4.522356536,1.510381848
2.970000029,3.980224923,4.760159541,2.082418763
3.720000029,3.80080434,5.240715735,4.503259349
2.809999943,4.013480368,4.815896395,2.265494993
2.799999952,3.815400024,4.791624392,3.337202747
1.99000001,4.300754886,5.140646435,4.000031178
3.279999971,3.521772491,5.276138532,4.540675286
2.980000019,3.93669415,5.316269609,4.536693287
2.450000048,3.907104892,5.452271535,4.83857465
3.599999905,3.847813481,5.195012656,4.022489505
6.690000057,2.627290296,4.85318208,4.24758931
3.539999962,3.687235594,4.920813433,3.261307356
2.279999971,4.104236378,5.017098151,3.239067747
2.059999943,4.787539829,5.516480859,4.677780725
6.579999924,4.526109638,4.742484372,3.357698108
10.43000031,3.67083363,4.635005281,4.232547069
6.820000172,2.948994019,4.469932504,3.222546735
1.899999976,4.476346497,5.366849024,4.272192756
3.430000067,3.432158115,5.072503348,4.276518788
5.25,3.703319396,4.912459795,3.749182999
2.799999952,3.815400024,4.791624392,3.337202747
3.519999981,3.779622232,4.655518211,0.878425339
4.809999943,3.192942734,4.665366699,3.273206222
2.359999895,4.011697042,5.033498309,3.477349174
3.569999933,3.880134,5.195829902,4.284628832
1.610000014,4.674700875,5.38562285,4.224126314
2.190000057,4.401888343,4.789266758,2.630484083
2.069999933,4.509932983,5.336672936,4.254186435
6.570000172,2.961784198,4.449313875,2.578900571
2.329999924,3.492944881,5.451009575,5.062009579
3.849999905,3.266436335,5.329728717,4.839757117
3.859999895,3.645397855,5.619101455,5.242728373
2.390000105,4.324290755,5.32427762,4.364978147
2.650000095,4.33157813,5.414263531,4.435456222
5.079999924,2.987136251,4.29261407,2.090389076
2.660000086,3.689452586,4.708657108,3.071472879
2.650000095,3.816940891,4.653275124,3.090807941
3.579999924,3.720284218,5.123023336,4.261259611
2.50999999,4.216429923,5.091338197,3.474469716
3.180000067,4.05704363,5.235755599,4.059246176
4.21999979,3.509188755,4.794955383,3.601585531
3.74000001,3.865129287,4.358959289,0.18288824
3.349999905,3.932068762,5.287882654,4.522434105
5.659999847,3.38129978,5.024599286,4.295066786
2.920000076,3.266436335,5.065203605,4.257646891
4.800000191,2.913283505,4.943354011,4.514958686
2.049999952,4.604104088,5.212292715,4.07382535
3.539999962,3.969035544,4.587974329,0.148386586
1.940000057,3.706205057,4.718667387,3.072425737
4.170000076,3.082475639,5.148075653,4.501492162
4.659999847,3.285667907,4.903047789,3.746490081
2.390000105,4.189438467,5.268196084,4.282601624
2.309999943,4.075284218,5.389954627,4.456438677
3.279999971,3.857644617,5.290542089,4.597408678
6.179999828,2.896094911,4.555168565,3.340035528
2,4.134682887,4.785357871,2.690193243
1.980000019,4.510821548,5.091524327,3.699761161
3.349999905,3.460163587,5.076006,4.264890165
2.730000019,3.452614513,5.173739107,4.479812961
8.100000381,2.610290011,4.443667504,3.716908073
4.5,3.089939288,4.913780959,4.064543754
5.420000076,2.594667275,5.102860427,4.609408463
3.950000048,3.49253801,4.536879063,1.944390393
1.529999971,4.181398716,5.580344667,4.935238131
3.220000029,3.57788064,5.10034752,4.242770643
3.130000114,4.16943633,5.30009421,4.215482285
2.299999952,3.757296124,5.309582985,4.623128234
2.24000001,4.182761636,5.459946887,4.581844775
5.429999828,2.984020588,4.743448087,3.730608656
2.690000057,4.279685742,5.476319817,4.748177213
4.050000191,3.421664521,5.156173405,4.417513498
1.840000033,4.478819386,5.366444594,4.273400281
5.260000229,3.234516311,4.962550106,4.202857493
5.099999905,2.876406159,4.636797807,3.357453465
2.170000076,4.228956694,4.958530227,3.186206508
2.549999952,3.548378048,5.2220067,4.596662297
5.28000021,4.086680298,4.561257115,3.586977477
4.25,3.590588455,4.687928313,2.278947906
4.039999962,3.452572616,5.350380605,4.951993244
2.319999933,4.147361802,5.067879458,3.469627735
2.829999924,3.727504561,4.578675914,1.841768161
2.25,3.902257622,4.869159497,3.425259581
1.980000019,4.447408104,4.971125409,2.853406378
4.039999962,3.336266906,5.314912791,4.880310135
3.829999924,3.797384685,5.142319848,3.930744829
3.450000048,4.017414207,4.616937483,1.786573399
3.400000095,3.782470639,4.66196518,2.046842184
2.859999895,3.942970002,4.912520371,3.403351232
6.840000153,2.786105793,4.290193049,3.10897243
3.25,3.313811024,4.445392929,2.420250079
2.339999914,4.310689457,5.128321864,3.990828681
5.900000095,3.32836598,4.842942755,4.00153445
1.850000024,4.248465776,4.86025211,2.834802458
3.319999933,3.318121552,4.677580199,3.463727929
3.460000038,3.201460188,5.3274739,4.94265363
2.390000105,4.404695896,4.70389114,2.014541184
2.470000029,5.301869942,5.589207541,4.514399313
6.519999981,3.462105894,4.786686184,3.691208176
4.079999924,3.586353791,5.217984826,4.532532496
1.909999967,4.529431125,5.384808918,4.258632847
6.619999886,2.978576005,4.632803796,3.769229022
5.650000095,3.041280403,4.953921477,4.289275035
5.849999905,3.472517277,4.661431682,3.268427095
1.360000014,5.462328876,6.000397841,5.344607846
2.039999962,4.262830052,4.70020962,1.104857756
5.800000191,4.542469744,4.851499443,4.224311381
3.25,3.509452991,4.720007139,3.270048535
4.139999866,3.611974485,4.982932215,3.656963238
1.460000038,5.002377903,6.099569854,5.62582492
3.859999895,3.438679571,4.728387235,2.676602829
3.230000019,3.829589631,5.119114708,4.164655113
3.660000086,3.922766093,5.079972553,3.923636015
5.329999924,3.585123943,4.470760026,2.570665902
1.600000024,4.947166376,5.926769725,5.263457221
5.940000057,3.298495464,4.745330191,3.32964622
5.849999905,3.414898779,4.482909347,2.046791316
4.139999866,3.617212368,4.784982197,3.098763079
2.24000001,4.156480316,4.618869431,1.271830997
3.670000076,3.828762112,5.242227776,4.308066438
4.730000019,2.843659394,5.005883161,4.569140297
3.980000019,3.763420452,5.2118904,4.483533311
4.019999981,3.833363738,5.141140011,4.084378961
1.419999957,4.199801073,5.7890557,5.395791059
3.039999962,4.039499502,5.303690455,4.358497619
7.25,2.889764003,4.451739796,3.238892165
2.859999895,4.347217657,5.389253492,4.301541055
7.920000076,3.874923053,4.718157704,3.914662965
1.919999957,4.541523429,5.503671557,4.664537356
2.680000067,3.59716237,4.60315398,2.054061506
2.690000057,3.836581597,4.920347468,3.718050457
3.349999905,4.051180368,5.357100437,4.599931959
4.46999979,3.149022097,5.032768509,4.237250823
5.460000038,2.872851435,4.960133844,4.192064694
4.599999905,2.712998319,4.997144304,4.544934573
3.140000105,3.614666938,4.573895557,2.590840204
1.360000014,5.278937086,6.153401287,5.615274896
2.220000029,4.116032895,4.992494939,3.242478385
2.25,4.058366505,5.453261856,4.801162765
2.420000076,4.630058146,5.406052546,4.419992532
2.109999895,4.520296559,5.399485863,4.324791503
2.289999962,3.529720521,4.307310826,1.234175429
3.859999895,3.673273012,5.598519368,5.229261314
4.590000153,2.705869712,5.049454385,4.55621796
2.150000095,4.02049478,4.793667732,2.806632944
3.210000038,3.228037102,5.364165113,4.906416984
3.589999914,3.764101151,5.429232388,4.825744279
2.079999924,4.542917828,5.325310246,4.218611658
3.24000001,3.770044093,4.471542288,-1.442101697
3.319999933,4.300145927,5.418972688,4.794266424
2.329999924,4.49419369,5.137144984,3.82104803
1.330000043,5.415188035,5.726815855,4.759232772
2,4.614955744,5.448022072,4.500409851
2.880000114,3.508934753,4.53882027,1.813863381
3.109999895,3.943746446,5.000557521,3.370166071
1.440000057,3.855814765,4.639361342,2.346071358
2.25999999,4.263553506,4.70431998,1.822442842
6.050000191,2.855749789,4.836318998,4.082760697
3.599999905,3.617078318,5.036542194,4.139931575
2.25999999,4.445575724,4.818827789,2.391392575
5.610000134,3.525160309,4.762465308,3.542938749
2,3.728010116,4.40954855,1.350774663
2.279999971,4.649227626,5.123794834,3.862870251
5.980000019,3.465001988,4.867889975,4.027243544
1.820000052,4.896771548,5.407602332,4.311729139
6.440000057,2.933466815,4.651361486,3.753299341
4.429999828,3.371916915,5.254814769,4.835404807
2.819999933,4.01913528,5.034630957,3.767532753
2.599999905,4.180938889,5.310394547,4.45921649
3.75999999,3.687871957,5.1470184,4.351839669
3.160000086,3.835923194,5.361843548,4.650121836
2.619999886,3.713647398,4.557166983,2.265020053
1.629999995,4.020872602,5.549543782,4.94570294
3.319999933,3.886087001,4.968327246,3.468841756
2.039999962,4.165909791,5.101174898,3.926658848
1.879999995,4.516690003,5.450526871,4.517122837
2.980000019,3.955915785,5.16342314,4.204666578
2.059999943,3.846312843,4.66310978,2.996527959
7.96999979,2.534596707,4.491854617,3.87960545
3.349999905,3.572557024,5.441809744,4.960024098
3.339999914,4.023532359,5.282513016,4.152752438
2.970000029,4.757808763,5.372507126,4.190573822
3.890000105,3.708308799,4.794136637,2.645535846
4.659999847,2.931969426,5.007380068,4.538782774
2.680000067,3.831258453,4.578070104,1.470886612
6.28000021,3.508206296,4.92889332,4.177979143
3.819999933,3.82497946,4.318637766,1.155210569
2.329999924,4.647758304,5.429249803,4.365433743
5.590000153,3.224259266,4.908188184,4.065511007
2.799999952,3.444783671,4.357709095,1.841717097
1.879999995,4.573303063,5.330068429,4.325992649
2.799999952,3.818198737,4.495654504,2.758442058
1.889999986,3.726760391,4.745636417,3.249018103
2.130000114,4.129656127,4.806102437,2.643443371
10.44999981,2.494438065,4.365609952,3.986905574
1.820000052,4.599776224,5.185730058,3.778637034
2.950000048,3.440986569,4.634022275,2.569422456
3.059999943,3.590852469,5.14076004,4.46229784
3.279999971,3.94032989,5.204628485,4.233277871
7.78000021,3.705362227,4.799610202,3.967532379
2.24000001,4.28506862,5.403100958,4.580171627
2.299999952,4.394408711,4.847770281,3.082441761
7.519999981,2.680251486,4.651440987,4.235280797
1.879999995,5.081274285,5.593108967,4.636540073
4.139999866,3.652090589,4.856915689,3.538033082
2.74000001,3.838675469,4.683801741,1.94661528
9.840000153,2.422119593,4.351578397,4.024140088
5.510000229,3.202705092,4.892663598,4.11015252
2.74000001,4.142966904,5.122468699,3.943562452
3.690000057,3.732782363,5.473212397,4.944514973
2.349999905,4.21754858,5.026811224,3.774229784
1.840000033,3.686651802,4.719012834,3.265987955
8.270000458,2.681084063,4.507837456,3.852988766
2.430000067,4.113700296,5.134018551,4.084854158
2.789999962,4.033435955,4.754361961,2.177258907
1.710000038,4.454846879,5.059524173,3.976004331
3.269999981,4.184548011,4.930683083,3.436715087
1.980000019,3.681003174,5.006058599,3.99069065
2.799999952,4.00203894,5.074484079,3.890209685
2.410000086,4.083007011,5.257668496,4.38632323
3.130000114,4.13802164,5.267001684,4.126690728
2.349999905,4.408490101,5.490584988,4.66596252
1.700000048,4.665019681,5.579869465,4.788858361
1.769999981,4.325296037,5.088200283,3.744962944
4.130000114,3.662903756,4.841805704,2.904822459
2.74000001,4.51272341,5.041061834,3.674862
5.619999886,3.162755347,4.729867331,3.757303708
3.890000105,3.580185608,4.780316278,2.717012832
2.539999962,4.026131866,5.19897729,4.161811982
3.309999943,3.537652751,4.977694592,4.098789234
2.480000019,4.108937841,5.50891632,4.879658785
2.420000076,4.11148657,4.941432671,2.842021935
5.829999924,2.92743606,4.681788481,3.989190668
2.279999971,5.783119474,5.990633123,5.490502322
4.349999905,2.853678811,4.882729715,4.17284345
3.180000067,4.027283546,4.863261025,3.320938196
1.700000048,4.438072565,5.333625332,4.352820973
2.049999952,4.072007622,4.726144309,1.957983909
2.599999905,3.669129232,4.545093927,2.085834939
1.799999952,3.575900226,4.410570518,0.154920486
3.50999999,3.67813388,4.909721948,3.369717163
11.09000015,2.788717502,4.127387313,3.532986518
2.49000001,4.472334011,5.344859456,4.313866238
5.53000021,3.202705092,4.892663598,4.11015252
4.210000038,3.516911078,5.426679984,4.930813968
2.349999905,4.114432766,5.547322884,5.036028694
4.590000153,2.760401291,5.0279862,4.573008476
3.960000038,3.590221122,4.907805727,3.380541189
3.109999895,3.924338257,5.064993797,3.599839606
2.25,4.320807341,5.268379439,4.211945434
5.630000114,2.919989846,4.53313794,2.941662488
7.03000021,2.59511391,4.785076461,4.22259866
5.900000095,3.475773512,4.698594341,3.201838781
3.970000029,4.476565913,4.663658893,3.140940164
4.650000095,3.00406195,5.015339966,4.356796295
2.329999924,3.528081333,4.41772432,-1.416892102
6.46999979,2.989190777,4.614876808,3.765551455
2.5,3.914332001,4.992008401,3.865399592
4.920000076,3.029559117,4.802744554,4.081862534
1.809999943,4.362915899,5.057040363,3.731305865
2.829999924,3.957973624,4.956881854,3.563938495
2.230000019,4.273621913,4.765298153,2.081218286
2.24000001,4.214342677,4.659876812,1.100958698
2.109999895,4.377726259,5.22827637,4.180945075
3.400000095,3.826769543,4.768857043,2.753875588
3,3.800160264,4.594154915,2.637850286
2.410000086,4.145883575,4.958604255,3.027195604
5.559999943,3.337012781,4.774676193,3.674629434
7.710000038,5.079672197,5.463648794,5.164484721
2.420000076,4.017966331,4.872294324,3.439710571
1.460000038,3.884880933,4.603180402,2.602058579
2.690000057,3.865953348,4.514283396,0.815020998
6.130000114,3.065310121,4.565954893,2.850211119
4.710000038,3.721088239,5.084211914,4.205019333
2.799999952,3.541604126,4.456522142,1.191654714
4.239999771,3.59016316,4.722001398,2.654318098
3.210000038,4.091660172,5.247121518,4.107686949
4.320000172,3.119146494,5.101053729,4.565218097
5.789999962,3.086909296,4.589021065,2.586978003
3.690000057,3.861053895,5.3295415,4.724347625
4.170000076,3.650588461,5.233787098,4.662565312
2.480000019,4.37353957,4.986753778,3.485630915
8.159999847,2.581656118,4.455632154,3.713448819
2.559999943,4.108384329,5.274493738,4.267264463
2.480000019,3.861900135,4.787243872,3.215894331
2.170000076,4.685541206,5.018311402,3.27521908
3.630000114,3.845503242,5.530585211,4.987091753
2.24000001,4.362082526,4.807244279,2.649535235
2.690000057,4.42159194,4.936429545,3.02111306
2.440000057,4.600214382,5.115516196,4.016658449
5.630000114,2.65788628,4.705050631,3.941237828
2.369999886,4.221273761,4.80875581,2.295080765
3.150000095,3.611242602,4.836752457,3.576722299
2.00999999,4.41235877,5.123032564,3.67281642
1.980000019,4.070254087,5.689256607,5.248203216
6.260000229,3.550177047,4.731730162,3.513590223
3.569999933,4.246849897,4.973001437,3.614492158
3.910000086,4.164224426,5.146647578,3.869506083
1.659999967,4.792965947,5.565720057,4.664231473
8.739999771,5.620957857,5.741662643,5.43528874
1.49000001,3.750022172,4.567149397,2.249840937
5.440000057,3.130159484,4.749041528,3.560529317
5.519999981,2.931381966,4.441510894,2.493931063
3.410000086,2.728233885,4.630518196,3.43517699
2.779999971,3.677482782,4.540547924,0.70213785
7.420000076,2.734234391,4.181712584,2.245631942
3.039999962,4.343155361,5.265821104,4.126938455
4.769999981,2.684064015,4.99499534,4.585721036
4.400000095,3.074310642,5.074797696,4.507075584
4.329999924,2.807013991,4.835375265,3.978058595
2.559999943,4.592772393,5.02870044,3.474882449
2.910000086,4.091837067,5.362911411,4.581592861
2.25999999,4.254985252,4.677414116,1.063923382
2.75999999,4.926095039,5.36997575,4.131535277
2.339999914,3.89458826,4.58468489,1.998346526
2.369999886,4.356036282,5.319989288,4.384817568
1.860000014,4.45186917,5.597312159,4.819549596
2.720000029,3.499768661,4.503899566,2.821247298
2.799999952,3.960569835,5.236885795,4.435217007
3.089999914,3.642430434,4.840606309,3.519500065
6.480000019,2.695437817,4.858820717,4.258355801
1.830000043,4.546868737,5.46172327,4.623067558
2.410000086,4.013793605,4.877102213,3.436415869
1.309999943,5.448479538,6.050769983,5.396510179
3.049999952,4.127868109,5.348604722,4.335324142
2.450000048,4.060031347,5.299108134,4.433047092
2.75,4.076445862,5.154459379,4.095463552
2.829999924,3.881185714,4.798531776,3.692209039
5.730000019,3.226096821,4.700901107,3.524446434
2.950000048,3.854783837,4.688970148,2.497959522
3.640000105,4.830718388,5.000651462,3.648791371
2.680000067,4.453567118,5.113159949,3.783721079
5.420000076,3.397561831,4.941150715,4.083127776
5.789999962,3.088284076,4.887794298,4.260776013
3.329999924,3.473375772,5.467604038,5.017412398
2.5,3.864746296,4.934002631,3.543805051
2.25999999,4.741263805,5.127298365,3.883490257
3.25,3.78749352,5.290294235,4.476278882
2.019999981,3.878049028,4.502386551,1.995484531
5.570000172,3.221099965,4.931019705,4.003053912
2.170000076,4.289224528,5.308393881,4.377242188
2.049999952,3.694308227,4.489794438,1.789284244
7.369999886,2.800773486,4.452415161,2.855214043
2.880000114,3.893141302,4.89541297,3.531891989
6.710000038,2.658640867,4.835493333,4.233008414
4.360000134,3.601596039,5.23443524,4.618268156
2.660000086,4.406721338,5.308730668,4.194068892
3.579999924,3.599677137,5.328728075,4.673049252
3.019999981,3.600281362,4.939671646,3.888800112
2.680000067,4.453567118,5.113159949,3.783721079
2.980000019,3.529460795,5.158658142,4.394909357
2.349999905,4.400879013,4.760828592,-0.100442907
2.410000086,4.371273386,4.735145154,0.530077486
1.960000038,4.415856153,5.659610814,5.039684393
2.339999914,4.349422083,4.690724275,-1.010194122
2.440000057,4.24049634,4.848684662,2.921825749
4.340000153,3.370834997,5.009359841,3.989236431
1.00999999,4.502226098,5.887901801,5.438388776
1.440000057,5.202547164,6.155087394,5.635244445
3.720000029,3.905405584,5.078981423,3.891293967
3.700000048,3.78244816,5.1961177,4.465009648
9.539999962,2.417496581,4.199299893,3.317285298
2.24000001,4.499830599,5.421151292,4.584646049
2.299999952,4.304597818,4.775531347,2.428559288
4.579999924,2.6395001,5.058328161,4.627101125
2.339999914,3.445225858,4.401315192,2.215814643
2.25999999,3.697684559,4.659359557,2.863074878
2.200000048,4.0879602,4.952808081,3.140706074
1.769999981,4.301061842,5.091188256,3.793642229
1.419999957,3.72962887,4.492936708,2.084757736
1.919999957,4.533534975,5.487218236,4.633801833
5.510000229,2.708923954,4.768108403,4.038211525
3.74000001,3.319791779,5.282867965,4.754692814
3.730000019,3.80080434,5.240715735,4.503259349
5.889999866,3.027951836,4.992312718,4.408407171
2.339999914,4.588546594,5.483452549,4.34706
2.950000048,4.170416313,5.300544882,4.215208955
2.5,4.150508381,4.644104461,0.909628996
2.230000019,4.364633359,4.662890066,0.926890563
2.829999924,3.767401023,5.272019796,4.515111777
3.329999924,4.071574529,4.653754549,2.004993426
7.800000191,5.090039846,5.462433977,5.181876851
4.210000038,4.957656027,5.591597468,5.222461609
6.179999828,2.955833885,4.980119396,4.503954302
2.390000105,4.03653836,4.567905713,0.205439743
3.970000029,3.49253801,4.536879063,1.944390393
3.309999943,4.106948611,5.41067631,4.468006534
5.769999981,2.692311988,4.708693508,3.91976074
3.140000105,4.13802164,5.267001684,4.126690728
3.730000019,3.633850795,4.936318219,3.598875517
1.909999967,3.601297424,4.525814747,2.413030645
3.410000086,4.386499394,5.195673716,3.880530387
2.5,3.861900135,4.787243872,3.215894331
5.829999924,2.631963332,4.756203758,4.11719437
1.840000033,4.178973228,4.750533729,2.196765185
2.960000038,3.720334928,4.51239031,1.681747581
5.050000191,2.964791639,5.19405434,4.689058047
2.75,3.796979447,4.645641805,0.302514158
2.849999905,4.347217657,5.389253492,4.301541055
3.619999886,3.659599092,4.645835551,1.883284691
8.069999695,2.438443144,4.491369053,3.886235859
1.610000014,4.747106282,5.567583397,4.809325687
2.140000105,3.772861942,4.901213165,3.592095857
2.450000048,3.881463392,5.371390736,4.677070331
3.75999999,2.886520757,4.959423655,4.251907289
1.419999957,4.095329582,4.793412447,2.931802833
3.799999952,3.069283245,5.28437262,4.875561118
3.410000086,4.047836827,4.536301643,1.511350196
2.25,4.615921924,5.287118643,4.157345443
2.279999971,3.840672911,5.305912044,4.596517946
3.839999914,3.60069858,5.339405592,4.790109225
1.169999957,5.53363626,6.067248395,5.425000336
3.75999999,3.852688887,5.142928907,4.031005589
1.110000014,5.662794126,6.142637728,5.481753019
4.489999771,3.168562091,5.144035184,4.7244095
4.980000019,3.716261973,4.670541324,3.017949661
3.410000086,4.831008278,4.982013508,3.535157094
2.720000029,4.155896553,5.050511631,3.221281456
5.28000021,2.898344141,4.887674272,4.244153454
2.069999933,4.67685502,5.310555367,4.296430639
2.519999981,3.972255337,4.998184658,3.736271461
2.059999943,4.613885688,5.196798607,3.984458861
2.269999981,4.423695209,5.481659307,4.598937192
2.200000048,4.352251089,4.664621167,1.584640793
3.039999962,4.240326325,5.328450574,4.216759049
2.329999924,4.647758304,5.429249803,4.365433743
4.389999866,3.419814431,5.3677233,4.875213309
3.950000048,3.679921017,4.92351586,3.471971
3.640000105,3.846401274,5.07738535,3.918751186
5.539999962,3.306504621,4.85441255,3.983338644
2.130000114,4.447269345,5.42197199,4.566168107
4.429999828,3.169119237,5.064125044,4.309013867
2.369999886,4.584458336,5.493884796,4.356885728
1.710000038,4.547974842,5.347689245,4.344001625
4.03000021,3.034780111,5.239773535,4.804990618
3.309999943,3.952728997,5.519055944,4.941055687
2.880000114,4.084923913,5.374453787,4.534900249
3.700000048,3.336822057,4.571144253,2.171751285
5.739999771,3.523268499,4.801745359,3.650793146
2.549999952,4.127757739,5.352319821,4.575543231
1.460000038,3.733477468,4.489859231,1.701857478
0.99000001,4.502226098,5.887901801,5.438388776
5.389999866,2.454524041,4.795896744,4.29457806
2.380000114,3.445225858,4.401315192,2.215814643
6.900000095,3.269768985,4.586627244,3.235894007
5.340000153,3.046556858,4.873715247,4.078814825
6.900000095,2.912513506,4.89181756,4.346483473
2.289999962,4.160608325,5.262067679,4.366027314
3.150000095,3.857898943,5.474693221,4.901465781
2.230000019,3.700112701,4.788940843,3.507398837
4.170000076,3.076761763,4.738099947,3.605715025
4.070000172,3.792488072,5.147505586,4.126618195
1.549999952,4.981005231,5.944276615,5.315306776
2.400000095,3.980341615,4.685148172,0.802895405
1.99000001,3.814579436,4.568100589,-2.62665961
2.680000067,4.453567118,5.113159949,3.783721079
4.769999981,3.026315283,5.070432001,4.637741042
5.440000057,2.956452173,5.22790758,4.756960592
1.179999948,5.322954488,6.173132344,5.634510761
9.890000343,3.687834604,4.482909347,4.07571915
7.150000095,3.317379476,4.355166508,2.718872325
3.50999999,3.708115625,4.885602062,3.732825359
2.700000048,4.071586786,4.954066429,3.612560118
7.960000038,2.551320735,4.524360058,3.954194024
2.799999952,3.815400024,4.791624392,3.337202747
6.880000114,2.502889111,4.794564426,4.187964076
3.539999962,4.021964547,4.640116493,1.488298835
2.24000001,4.559326106,5.253696615,4.101917328
4.110000134,3.23122108,5.080512785,4.333119586
4.590000153,3.7047558,5.075607292,4.076713555
1.629999995,3.936172342,5.465707347,4.814007722
2.25999999,4.371257042,5.330885884,4.344344393
3.589999914,3.327137036,5.253124181,4.563094478
5.889999866,3.20556964,4.360364567,2.877599069
4.96999979,3.185793513,4.962959233,3.727993642
4,3.714443522,4.870797367,3.436711153
5.949999809,3.166418325,4.950013538,4.46517363
3.039999962,4.609766767,5.317583145,4.044171544
7.460000038,2.734234391,4.181712584,2.245631942
1.399999976,3.79653776,4.554384013,1.211477491
3.539999962,3.778160695,4.866259529,3.067272866
2.809999943,3.916448024,4.915760055,3.496346065
4.570000172,2.636893612,4.602069632,3.729992928
2.950000048,3.631479258,5.003434521,4.045732602
7.190000057,2.722461946,4.769280823,4.223454251
5.650000095,2.657741033,4.703179582,3.856573898
4.110000134,3.772765951,5.172715202,4.230038713
5.070000172,3.204856781,5.271138343,4.808249573
3.160000086,3.462367464,5.208642737,4.539321926
4.130000114,3.668835922,5.425610458,4.825894551
6.059999943,2.855749789,4.836318998,4.082760697
3.950000048,4.15175266,4.485958892,-2.415926784
3.630000114,3.894655436,5.505114691,4.936218735
2.170000076,4.568019839,4.954804536,3.323588187
1.919999957,4.637712847,5.436602785,4.361815335
1.840000033,3.819976758,4.878133415,3.710115306
2.549999952,4.847585078,5.527300234,4.47537679
2.130000114,3.786628403,5.390794435,4.761469541
2.910000086,3.782074892,5.076272732,3.618287884
3.380000114,3.957463947,4.969968077,3.440635968
6.579999924,3.096404641,4.476033372,2.151647539
5.960000038,3.500216513,4.212111262,0.925129836
3.450000048,3.206206427,4.979366525,4.2574943
5.889999866,3.514071377,4.891286788,4.100555086
4.239999771,3.59016316,4.722001398,2.654318098
2.380000114,4.301914892,4.699143683,1.559242187
2.069999933,4.426739735,5.233642125,4.069972908
2.200000048,4.528018444,5.038363726,3.127470197
5.820000172,3.188508848,4.743144158,3.542071177
4.130000114,3.652090589,4.856915689,3.538033082
8.880000114,5.616160547,5.736320633,5.442873536
3.890000105,3.495759718,5.041242287,4.066877036
8.430000305,2.526421987,4.47182922,3.87110573
4.329999924,2.892715304,4.787302765,4.026005906
3.130000114,3.776487679,4.769835712,2.958871964
6.800000191,2.581559975,4.796919679,4.181420351
1.809999943,5.065892324,5.576315303,4.359657506
1.809999943,4.516971745,5.373305594,4.255416832
2.720000029,3.474532874,4.533616526,2.526075735
2.559999943,4.009375173,5.478687111,4.87657562
2.299999952,4.075284218,5.389954627,4.456438677
3.380000114,3.848109175,5.241758955,4.424049414
3.380000114,3.551954985,4.66388815,2.969337215
2.420000076,4.455291761,5.304827441,3.904672991
5.099999905,2.981579838,4.719769638,3.543536262
1.980000019,4.504029354,5.492934789,4.588868881
4.369999886,3.584092179,5.071589497,4.28093334
2.25,5.245074182,5.620075423,4.954238488
3.440000057,4.028183042,4.835682908,3.066687006
3.630000114,3.747579938,5.214046146,4.417951084
5.329999924,2.924066428,4.659567289,3.412088055
1.690000057,4.374115232,5.345339596,4.435007128
1.639999986,3.869529879,4.759730921,3.02463092
